store_id,name,store_type,status,latitude,longitude,address_street,address_city,address_state,address_postal_code,address_country,phone,services,hours_mon,hours_tue,hours_wed,hours_thu,hours_fri,hours_sat,hours_sun
S0522,Colorado Springs Store,express,active,38.8546,-104.8051,54 Park St,Colorado Springs,CO,80901,USA,276-693-5921,pickup|gift_wrapping,08:00-20:00,closed,08:00-24:00,08:00-22:00,06:00-23:00,10:00-20:00,07:00-22:00
S0523,Denver Store,regular,active,39.7372,-104.9577,81 Oak St,Denver,CO,80202,USA,636-345-3944,photo_printing|pickup,08:00-21:00,10:00-23:00,08:00-22:00,07:00-23:00,06:00-23:00,08:00-20:00,closed
S0524,Denver Store,regular,active,39.7866,-105.0172,534 Washington St,Denver,CO,80202,USA,553-965-6567,garden_center|pickup|pharmacy,09:00-20:00,08:00-22:00,06:00-20:00,10:00-23:00,07:00-20:00,08:00-21:00,10:00-21:00
S0525,Denver Store,regular,active,39.7327,-105.0224,569 Market St,Denver,CO,80202,USA,447-219-1207,photo_printing|pharmacy,07:00-20:00,10:00-20:00,07:00-24:00,09:00-21:00,06:00-22:00,07:00-20:00,06:00-24:00
S0526,Denver Store,regular,inactive,39.7023,-104.9733,505 Washington St,Denver,CO,80202,USA,893-751-4479,pickup|photo_printing,10:00-23:00,06:00-21:00,06:00-20:00,07:00-21:00,06:00-22:00,06:00-21:00,08:00-24:00
S0527,Colorado Springs Store,regular,active,38.8053,-104.8479,981 Oak St,Colorado Springs,CO,80901,USA,913-288-6746,pickup|returns|pharmacy,09:00-20:00,10:00-24:00,08:00-22:00,06:00-21:00,09:00-23:00,09:00-23:00,08:00-24:00
S0528,Boulder Store,regular,active,40.0118,-105.2678,923 Oak St,Boulder,CO,80301,USA,228-817-7318,photo_printing|pickup,07:00-22:00,closed,06:00-21:00,10:00-24:00,09:00-22:00,08:00-24:00,09:00-20:00
S0529,Colorado Springs Store,regular,active,38.7863,-104.8619,103 Market St,Colorado Springs,CO,80901,USA,383-406-1707,gift_wrapping|returns|automotive,06:00-23:00,08:00-21:00,07:00-20:00,09:00-24:00,06:00-24:00,10:00-21:00,07:00-22:00
S0530,Denver Store,regular,active,39.7199,-104.9845,500 Second St,Denver,CO,80202,USA,873-950-2357,optical|automotive|pharmacy|pickup,09:00-24:00,10:00-20:00,08:00-20:00,10:00-23:00,10:00-23:00,07:00-21:00,08:00-21:00
S0531,Boulder Store,regular,active,39.9922,-105.2376,323 Third St,Boulder,CO,80301,USA,635-560-6409,gift_wrapping|returns|pickup,07:00-23:00,10:00-21:00,09:00-21:00,08:00-21:00,06:00-23:00,09:00-22:00,07:00-22:00
S0532,Boulder Store,outlet,active,39.9939,-105.2787,115 Park St,Boulder,CO,80301,USA,336-313-1763,pharmacy|optical,06:00-23:00,10:00-23:00,06:00-20:00,10:00-24:00,09:00-21:00,07:00-21:00,07:00-22:00
S0533,Boulder Store,regular,active,40.0461,-105.2644,72 Park St,Boulder,CO,80301,USA,873-378-5515,pharmacy|optical|photo_printing,06:00-24:00,06:00-20:00,10:00-22:00,10:00-24:00,07:00-20:00,06:00-22:00,08:00-22:00
S0534,Denver Store,regular,active,39.7584,-105.0198,783 Main St,Denver,CO,80202,USA,806-348-2118,returns|pickup,09:00-22:00,10:00-22:00,08:00-20:00,09:00-22:00,07:00-21:00,10:00-22:00,09:00-24:00
S0535,Boulder Store,regular,active,40.0168,-105.2239,159 Elm St,Boulder,CO,80301,USA,547-287-3252,garden_center|pickup|pharmacy|gift_wrapping,08:00-20:00,10:00-21:00,10:00-22:00,07:00-24:00,09:00-20:00,09:00-23:00,07:00-24:00
S0536,Boulder Store,outlet,active,39.9768,-105.2865,674 Third St,Boulder,CO,80301,USA,373-880-1880,photo_printing|returns|pharmacy,09:00-21:00,09:00-20:00,closed,06:00-21:00,06:00-20:00,06:00-23:00,08:00-20:00
S0537,Denver Store,regular,active,39.7642,-105.0379,104 Main St,Denver,CO,80202,USA,763-519-2623,pharmacy|returns|photo_printing,09:00-22:00,10:00-24:00,06:00-23:00,08:00-20:00,06:00-23:00,10:00-20:00,09:00-22:00
S0538,Boulder Store,outlet,active,39.9772,-105.2854,690 Main St,Boulder,CO,80301,USA,326-526-1015,optical|gift_wrapping|returns|pickup,09:00-21:00,10:00-23:00,06:00-21:00,07:00-24:00,07:00-22:00,06:00-22:00,08:00-24:00
S0539,Colorado Springs Store,outlet,active,38.8181,-104.8498,875 Broadway St,Colorado Springs,CO,80901,USA,252-593-2727,optical|photo_printing|garden_center,06:00-23:00,closed,06:00-23:00,09:00-20:00,10:00-24:00,08:00-22:00,06:00-24:00
S0540,Denver Store,regular,active,39.7883,-105.033,463 Oak St,Denver,CO,80202,USA,242-560-7170,garden_center|automotive|optical|returns,07:00-21:00,10:00-21:00,10:00-21:00,09:00-21:00,07:00-22:00,10:00-22:00,06:00-23:00
S0541,Reno Store,flagship,active,39.503,-119.812,385 Market St,Reno,NV,89501,USA,800-573-8832,pharmacy|gift_wrapping|pickup|optical|returns,08:00-24:00,08:00-22:00,06:00-23:00,10:00-22:00,07:00-24:00,closed,10:00-23:00
S0542,Las Vegas Store,regular,active,36.2043,-115.1484,806 Second St,Las Vegas,NV,89101,USA,720-974-6546,pickup|returns|gift_wrapping|photo_printing,closed,07:00-20:00,closed,10:00-20:00,09:00-21:00,10:00-21:00,10:00-22:00
S0543,Reno Store,regular,active,39.524,-119.8357,283 Broadway St,Reno,NV,89501,USA,411-659-3812,gift_wrapping|returns|photo_printing,09:00-23:00,07:00-20:00,10:00-24:00,07:00-21:00,08:00-22:00,10:00-24:00,09:00-24:00
S0544,Reno Store,regular,active,39.557,-119.8115,999 Third St,Reno,NV,89501,USA,839-210-9093,pharmacy|automotive|gift_wrapping,09:00-23:00,10:00-21:00,06:00-22:00,10:00-24:00,08:00-23:00,06:00-22:00,06:00-21:00
S0545,Reno Store,outlet,active,39.4926,-119.8198,37 Third St,Reno,NV,89501,USA,588-338-6939,gift_wrapping|pickup|garden_center|automotive,06:00-21:00,09:00-23:00,06:00-22:00,10:00-20:00,06:00-22:00,06:00-22:00,06:00-23:00
S0546,Las Vegas Store,regular,active,36.1231,-115.1502,1 Elm St,Las Vegas,NV,89101,USA,516-991-2592,automotive|photo_printing|returns|optical,09:00-22:00,10:00-24:00,06:00-21:00,09:00-23:00,10:00-23:00,08:00-21:00,09:00-22:00
S0547,Reno Store,regular,active,39.4872,-119.7813,97 Second St,Reno,NV,89501,USA,710-911-9561,garden_center|pharmacy|automotive|returns,07:00-24:00,06:00-20:00,07:00-23:00,09:00-23:00,06:00-24:00,09:00-20:00,09:00-20:00
S0548,Las Vegas Store,regular,active,36.1778,-115.098,434 Oak St,Las Vegas,NV,89101,USA,637-342-5066,photo_printing|pickup|returns|garden_center|optical,07:00-22:00,08:00-24:00,09:00-21:00,07:00-23:00,08:00-20:00,06:00-23:00,06:00-21:00
S0549,Las Vegas Store,regular,inactive,36.1649,-115.1391,961 Oak St,Las Vegas,NV,89101,USA,905-392-7730,photo_printing|garden_center|returns,closed,06:00-20:00,09:00-21:00,08:00-23:00,09:00-20:00,08:00-20:00,06:00-24:00
S0550,Reno Store,regular,active,39.5101,-119.8514,579 Third St,Reno,NV,89501,USA,232-349-1674,pharmacy|automotive|garden_center,10:00-20:00,07:00-23:00,10:00-22:00,08:00-22:00,08:00-24:00,09:00-23:00,08:00-23:00
S0551,Las Vegas Store,outlet,active,36.1857,-115.1422,410 Main St,Las Vegas,NV,89101,USA,927-202-2671,pickup|garden_center|pharmacy,06:00-20:00,10:00-23:00,06:00-22:00,07:00-20:00,06:00-23:00,06:00-23:00,07:00-24:00
S0552,Las Vegas Store,express,active,36.1438,-115.1198,19 Elm St,Las Vegas,NV,89101,USA,666-302-6208,optical|garden_center,08:00-22:00,10:00-24:00,10:00-23:00,10:00-21:00,closed,06:00-20:00,closed
S0553,Las Vegas Store,regular,active,36.1944,-115.1826,339 Main St,Las Vegas,NV,89101,USA,224-263-1131,photo_printing|pharmacy|returns,07:00-23:00,07:00-20:00,07:00-24:00,08:00-20:00,06:00-22:00,10:00-22:00,10:00-24:00
S0554,Reno Store,regular,active,39.5759,-119.8424,310 Elm St,Reno,NV,89501,USA,674-332-8746,pharmacy|photo_printing|optical|pickup,07:00-22:00,08:00-20:00,07:00-22:00,09:00-20:00,07:00-21:00,08:00-23:00,08:00-22:00
S0555,Reno Store,outlet,active,39.5588,-119.7978,80 Elm St,Reno,NV,89501,USA,516-233-7315,pickup|photo_printing|automotive|optical,08:00-24:00,10:00-20:00,06:00-23:00,06:00-21:00,06:00-20:00,10:00-21:00,09:00-24:00
S0556,Reno Store,flagship,active,39.5095,-119.7701,650 Washington St,Reno,NV,89501,USA,810-641-3094,photo_printing|optical,10:00-20:00,10:00-20:00,06:00-20:00,08:00-21:00,closed,09:00-20:00,07:00-22:00
S0557,Reno Store,regular,active,39.4988,-119.7694,874 Broadway St,Reno,NV,89501,USA,923-619-4673,optical|gift_wrapping|automotive,09:00-23:00,06:00-22:00,06:00-21:00,10:00-22:00,09:00-20:00,09:00-21:00,10:00-24:00
S0558,Las Vegas Store,regular,active,36.1666,-115.1394,400 Park St,Las Vegas,NV,89101,USA,201-385-8952,automotive|photo_printing|optical|pharmacy|gift_wrapping,06:00-24:00,08:00-20:00,09:00-22:00,07:00-24:00,10:00-21:00,07:00-20:00,10:00-22:00
S0559,Las Vegas Store,regular,active,36.1852,-115.1788,273 Oak St,Las Vegas,NV,89101,USA,508-607-6787,returns|gift_wrapping|photo_printing|pickup,10:00-23:00,10:00-24:00,06:00-22:00,06:00-24:00,08:00-23:00,06:00-22:00,08:00-23:00
S0560,Las Vegas Store,regular,active,36.2141,-115.1183,197 Washington St,Las Vegas,NV,89101,USA,451-634-6693,garden_center|returns|pickup|gift_wrapping|automotive,06:00-20:00,10:00-24:00,08:00-24:00,07:00-23:00,06:00-21:00,06:00-21:00,10:00-20:00
S0561,Las Vegas Store,regular,active,36.1826,-115.0907,50 Washington St,Las Vegas,NV,89101,USA,987-212-7655,automotive|optical,10:00-20:00,10:00-20:00,07:00-21:00,06:00-22:00,08:00-24:00,07:00-22:00,06:00-23:00
S0562,Las Vegas Store,regular,active,36.2102,-115.1318,286 Main St,Las Vegas,NV,89101,USA,698-894-7754,pickup|garden_center|returns|pharmacy,10:00-20:00,07:00-20:00,08:00-20:00,07:00-21:00,10:00-24:00,10:00-21:00,07:00-20:00
S0563,Las Vegas Store,regular,active,36.2018,-115.1338,80 Park St,Las Vegas,NV,89101,USA,838-234-5952,returns|automotive|optical,09:00-23:00,09:00-22:00,08:00-20:00,08:00-22:00,10:00-20:00,07:00-23:00,06:00-20:00
S0564,Las Vegas Store,outlet,active,36.1398,-115.1429,399 Market St,Las Vegas,NV,89101,USA,411-777-5615,pharmacy|automotive|photo_printing|optical|pickup,07:00-22:00,10:00-23:00,10:00-24:00,09:00-23:00,10:00-22:00,closed,closed
S0565,Las Vegas Store,regular,active,36.178,-115.1207,216 Broadway St,Las Vegas,NV,89101,USA,689-663-6614,optical|returns,07:00-23:00,10:00-22:00,06:00-24:00,09:00-23:00,08:00-23:00,07:00-23:00,07:00-24:00
S0566,Reno Store,regular,active,39.5286,-119.7997,135 Broadway St,Reno,NV,89501,USA,875-454-1587,garden_center|photo_printing|pickup|automotive,09:00-23:00,07:00-24:00,08:00-22:00,closed,06:00-24:00,08:00-24:00,06:00-24:00
S0567,Las Vegas Store,regular,inactive,36.2036,-115.1044,890 Washington St,Las Vegas,NV,89101,USA,493-845-5100,optical|pharmacy|automotive|gift_wrapping,07:00-22:00,08:00-20:00,07:00-20:00,09:00-24:00,09:00-23:00,08:00-23:00,08:00-24:00
S0568,Reno Store,outlet,active,39.5563,-119.8541,328 Park St,Reno,NV,89501,USA,474-491-6630,gift_wrapping|optical,08:00-23:00,07:00-22:00,09:00-20:00,06:00-21:00,10:00-21:00,10:00-24:00,09:00-23:00
S0569,Las Vegas Store,regular,active,36.1419,-115.1096,851 Washington St,Las Vegas,NV,89101,USA,411-924-3155,optical|photo_printing,10:00-21:00,07:00-20:00,09:00-20:00,07:00-20:00,07:00-22:00,closed,07:00-21:00
S0570,Reno Store,regular,active,39.4862,-119.8203,229 Main St,Reno,NV,89501,USA,664-363-1141,gift_wrapping|photo_printing|optical,07:00-22:00,06:00-22:00,08:00-23:00,06:00-23:00,06:00-24:00,10:00-22:00,07:00-21:00
S0571,Las Vegas Store,outlet,active,36.1716,-115.108,553 Third St,Las Vegas,NV,89101,USA,529-728-6379,gift_wrapping|pickup|returns|photo_printing|pharmacy,10:00-24:00,07:00-21:00,07:00-23:00,07:00-24:00,10:00-23:00,09:00-21:00,08:00-22:00
S0572,Las Vegas Store,regular,active,36.2179,-115.1548,427 Main St,Las Vegas,NV,89101,USA,969-791-1931,gift_wrapping|pharmacy,06:00-24:00,09:00-20:00,10:00-21:00,08:00-23:00,06:00-24:00,10:00-23:00,09:00-21:00
S0573,Las Vegas Store,regular,active,36.1229,-115.159,636 Elm St,Las Vegas,NV,89101,USA,953-649-7026,returns|pickup|automotive,07:00-24:00,09:00-22:00,09:00-22:00,07:00-21:00,06:00-23:00,06:00-24:00,06:00-22:00
S0574,Las Vegas Store,outlet,active,36.1407,-115.1514,566 Elm St,Las Vegas,NV,89101,USA,668-775-1367,optical|pharmacy|gift_wrapping|automotive,08:00-21:00,08:00-20:00,06:00-20:00,08:00-24:00,09:00-20:00,06:00-21:00,10:00-22:00
S0575,Las Vegas Store,regular,active,36.1364,-115.1192,40 Second St,Las Vegas,NV,89101,USA,764-830-1811,optical|returns|gift_wrapping,10:00-20:00,07:00-20:00,06:00-22:00,08:00-20:00,09:00-20:00,closed,07:00-20:00
S0576,Reno Store,express,active,39.5756,-119.8168,51 Main St,Reno,NV,89501,USA,860-593-1343,optical|photo_printing,08:00-20:00,10:00-20:00,06:00-20:00,06:00-22:00,09:00-22:00,07:00-23:00,09:00-21:00
S0577,Newark Store,outlet,active,40.727,-74.1399,322 Third St,Newark,NJ,07102,USA,490-525-4382,pharmacy|pickup|returns|garden_center|gift_wrapping,09:00-21:00,08:00-22:00,closed,09:00-20:00,10:00-21:00,09:00-21:00,08:00-23:00
S0578,Newark Store,flagship,active,40.7614,-74.199,872 Main St,Newark,NJ,07102,USA,738-252-7107,automotive|garden_center|pharmacy,10:00-23:00,08:00-21:00,10:00-21:00,09:00-24:00,08:00-20:00,10:00-22:00,10:00-24:00
S0579,Jersey City Store,express,active,40.7197,-74.0848,815 Elm St,Jersey City,NJ,07302,USA,608-816-6053,automotive|photo_printing|pickup,07:00-21:00,closed,09:00-23:00,06:00-23:00,09:00-21:00,09:00-21:00,closed
S0580,Jersey City Store,regular,active,40.6856,-74.0886,985 Broadway St,Jersey City,NJ,07302,USA,697-951-8360,photo_printing|optical|pharmacy,10:00-24:00,08:00-21:00,09:00-23:00,06:00-22:00,08:00-23:00,10:00-21:00,08:00-22:00
S0581,Jersey City Store,regular,active,40.668,-74.028,423 Main St,Jersey City,NJ,07302,USA,800-420-3438,returns|pickup,10:00-23:00,06:00-24:00,08:00-21:00,08:00-24:00,10:00-22:00,08:00-20:00,10:00-23:00
S0582,Jersey City Store,outlet,active,40.7467,-74.0236,762 Washington St,Jersey City,NJ,07302,USA,715-486-4771,gift_wrapping|automotive|garden_center,08:00-24:00,08:00-20:00,07:00-23:00,09:00-21:00,07:00-23:00,10:00-22:00,09:00-23:00
S0583,Jersey City Store,regular,active,40.7632,-74.0125,157 Third St,Jersey City,NJ,07302,USA,393-491-4123,pickup|gift_wrapping|returns|pharmacy,10:00-20:00,10:00-23:00,10:00-22:00,07:00-22:00,08:00-22:00,07:00-21:00,09:00-20:00
S0584,Newark Store,flagship,active,40.7612,-74.1471,430 Broadway St,Newark,NJ,07102,USA,340-221-5391,automotive|pickup|pharmacy|returns,08:00-21:00,08:00-23:00,09:00-20:00,06:00-24:00,07:00-24:00,09:00-22:00,10:00-24:00
S0585,Newark Store,regular,active,40.7302,-74.1783,562 Main St,Newark,NJ,07102,USA,498-538-6506,pharmacy|gift_wrapping|automotive|photo_printing,08:00-23:00,06:00-22:00,06:00-24:00,09:00-20:00,09:00-23:00,06:00-20:00,10:00-21:00
S0586,Newark Store,regular,active,40.7035,-74.204,360 Second St,Newark,NJ,07102,USA,333-732-9169,pharmacy|photo_printing|optical,10:00-21:00,08:00-20:00,06:00-20:00,09:00-21:00,10:00-24:00,08:00-23:00,09:00-24:00
S0587,Jersey City Store,regular,active,40.7243,-74.0153,97 Oak St,Jersey City,NJ,07302,USA,645-431-1123,garden_center|pharmacy|photo_printing,10:00-21:00,06:00-23:00,06:00-20:00,10:00-24:00,10:00-20:00,08:00-20:00,07:00-22:00
S0588,Jersey City Store,regular,active,40.7287,-74.0754,597 Second St,Jersey City,NJ,07302,USA,700-923-3298,garden_center|photo_printing|gift_wrapping|automotive|optical,08:00-21:00,08:00-21:00,08:00-24:00,06:00-20:00,06:00-23:00,06:00-20:00,07:00-21:00
S0589,Jersey City Store,regular,temporarily_closed,40.6697,-74.0427,938 Elm St,Jersey City,NJ,07302,USA,307-979-6524,photo_printing|gift_wrapping|pharmacy|optical|pickup,08:00-23:00,10:00-21:00,closed,06:00-24:00,10:00-20:00,08:00-20:00,07:00-23:00
S0590,Newark Store,outlet,active,40.6987,-74.1805,356 Washington St,Newark,NJ,07102,USA,548-473-1324,automotive|garden_center|gift_wrapping|pharmacy,09:00-23:00,06:00-21:00,07:00-22:00,06:00-22:00,08:00-21:00,10:00-21:00,10:00-22:00
S0591,Newark Store,regular,active,40.7552,-74.1611,331 Park St,Newark,NJ,07102,USA,927-826-4986,garden_center|pickup|pharmacy|gift_wrapping,06:00-24:00,08:00-21:00,10:00-21:00,08:00-24:00,07:00-20:00,10:00-22:00,09:00-20:00
S0592,Jersey City Store,regular,active,40.7572,-74.0854,392 Oak St,Jersey City,NJ,07302,USA,815-308-5772,returns|pickup|automotive,09:00-24:00,09:00-22:00,10:00-20:00,07:00-21:00,06:00-23:00,10:00-21:00,07:00-21:00
S0593,Newark Store,regular,active,40.7672,-74.1332,510 Broadway St,Newark,NJ,07102,USA,574-979-2788,photo_printing|pickup,10:00-24:00,07:00-24:00,10:00-22:00,09:00-21:00,closed,10:00-21:00,07:00-23:00
S0594,Jersey City Store,regular,active,40.7139,-74.0612,603 Market St,Jersey City,NJ,07302,USA,409-226-4609,garden_center|photo_printing|pickup|returns,09:00-21:00,06:00-22:00,06:00-24:00,10:00-20:00,closed,09:00-24:00,08:00-22:00
S0595,Newark Store,outlet,active,40.7713,-74.1853,601 Broadway St,Newark,NJ,07102,USA,919-554-2623,garden_center|pickup|photo_printing|automotive|returns,08:00-21:00,10:00-23:00,07:00-20:00,10:00-22:00,10:00-22:00,06:00-23:00,06:00-21:00
S0596,Jersey City Store,regular,active,40.6917,-74.0425,775 Oak St,Jersey City,NJ,07302,USA,230-501-4352,pharmacy|photo_printing|pickup,07:00-24:00,closed,07:00-21:00,08:00-24:00,10:00-21:00,07:00-20:00,10:00-20:00
S0597,Newark Store,regular,active,40.7415,-74.2008,627 Park St,Newark,NJ,07102,USA,962-240-7951,photo_printing|optical|gift_wrapping|returns|pickup,07:00-23:00,10:00-22:00,07:00-20:00,08:00-24:00,09:00-22:00,10:00-21:00,07:00-22:00
S0598,Jersey City Store,regular,active,40.741,-74.0038,198 Elm St,Jersey City,NJ,07302,USA,360-636-8071,pickup|returns|photo_printing,07:00-23:00,09:00-21:00,10:00-20:00,08:00-24:00,08:00-23:00,09:00-24:00,07:00-24:00
S0599,Jersey City Store,outlet,active,40.7577,-74.0367,682 Third St,Jersey City,NJ,07302,USA,447-556-7607,gift_wrapping|photo_printing|pharmacy,10:00-22:00,08:00-21:00,10:00-20:00,10:00-20:00,10:00-23:00,09:00-21:00,07:00-23:00
S0600,Newark Store,regular,active,40.7044,-74.1542,881 Oak St,Newark,NJ,07102,USA,734-830-1236,gift_wrapping|automotive|pickup,08:00-23:00,closed,08:00-21:00,07:00-24:00,09:00-22:00,06:00-21:00,08:00-21:00
S0601,Newark Store,flagship,active,40.6859,-74.1947,637 Market St,Newark,NJ,07102,USA,288-292-2712,optical|returns|automotive,08:00-24:00,10:00-22:00,10:00-20:00,06:00-22:00,06:00-23:00,07:00-20:00,06:00-22:00
S0602,Jersey City Store,outlet,temporarily_closed,40.7156,-74.0443,175 Main St,Jersey City,NJ,07302,USA,765-700-1298,gift_wrapping|optical,06:00-23:00,closed,08:00-22:00,10:00-23:00,08:00-22:00,08:00-20:00,08:00-20:00
S0603,Jersey City Store,regular,active,40.7217,-74.0725,755 Market St,Jersey City,NJ,07302,USA,209-915-4355,pharmacy|gift_wrapping|optical|photo_printing|garden_center,07:00-22:00,10:00-21:00,10:00-23:00,06:00-24:00,07:00-24:00,06:00-24:00,07:00-24:00
S0604,Newark Store,outlet,active,40.6862,-74.1575,94 Market St,Newark,NJ,07102,USA,245-436-1182,pharmacy|optical|automotive|gift_wrapping|photo_printing,06:00-21:00,09:00-20:00,06:00-24:00,09:00-24:00,09:00-23:00,10:00-20:00,06:00-21:00
S0605,Jersey City Store,regular,active,40.7617,-74.0193,955 Washington St,Jersey City,NJ,07302,USA,958-908-7443,gift_wrapping|pickup|garden_center|pharmacy,07:00-21:00,06:00-21:00,09:00-22:00,07:00-23:00,closed,06:00-20:00,09:00-24:00
S0606,Newark Store,outlet,active,40.7676,-74.1418,359 Main St,Newark,NJ,07102,USA,862-707-7250,garden_center|photo_printing|returns|optical|pickup,06:00-24:00,06:00-24:00,06:00-23:00,closed,08:00-23:00,08:00-20:00,08:00-21:00
S0607,Newark Store,flagship,active,40.7161,-74.1962,720 Oak St,Newark,NJ,07102,USA,778-359-9514,garden_center|automotive|pharmacy|photo_printing|gift_wrapping,09:00-21:00,08:00-22:00,06:00-23:00,07:00-24:00,closed,08:00-21:00,08:00-20:00
S0608,Jersey City Store,regular,active,40.7391,-74.0177,6 Oak St,Jersey City,NJ,07302,USA,471-866-8105,gift_wrapping|pharmacy,07:00-21:00,08:00-22:00,10:00-20:00,08:00-23:00,09:00-23:00,09:00-23:00,08:00-23:00
S0609,Newark Store,outlet,active,40.7792,-74.1318,550 Broadway St,Newark,NJ,07102,USA,618-571-8700,automotive|returns|photo_printing|garden_center|pharmacy,07:00-23:00,06:00-23:00,10:00-23:00,09:00-20:00,10:00-23:00,07:00-21:00,06:00-22:00
S0610,Newark Store,regular,active,40.7802,-74.1756,499 Second St,Newark,NJ,07102,USA,880-964-2494,pickup|automotive|photo_printing,09:00-23:00,06:00-23:00,closed,08:00-22:00,09:00-22:00,09:00-23:00,08:00-23:00
S0611,Jersey City Store,express,active,40.7627,-74.0206,18 Oak St,Jersey City,NJ,07302,USA,623-518-8056,optical|garden_center|pharmacy|pickup,08:00-24:00,10:00-22:00,10:00-20:00,06:00-23:00,08:00-20:00,08:00-20:00,08:00-24:00
S0612,Newark Store,regular,active,40.7824,-74.1959,132 Third St,Newark,NJ,07102,USA,858-308-7920,optical|returns|automotive|garden_center,09:00-21:00,06:00-21:00,07:00-22:00,10:00-21:00,06:00-24:00,10:00-21:00,08:00-24:00
S0613,Fort Wayne Store,regular,active,41.0912,-85.1631,195 Park St,Fort Wayne,IN,46802,USA,408-506-7291,automotive|gift_wrapping|photo_printing,10:00-20:00,09:00-20:00,10:00-23:00,09:00-22:00,06:00-21:00,07:00-24:00,08:00-21:00
S0614,Indianapolis Store,regular,active,39.7327,-86.1928,435 Second St,Indianapolis,IN,46204,USA,587-933-3509,garden_center|returns,10:00-20:00,06:00-23:00,07:00-24:00,08:00-21:00,10:00-23:00,08:00-22:00,10:00-20:00
S0615,Fort Wayne Store,regular,active,41.0692,-85.1546,122 Third St,Fort Wayne,IN,46802,USA,935-243-6375,returns|optical,closed,10:00-22:00,06:00-21:00,09:00-21:00,08:00-21:00,closed,09:00-22:00
S0616,Indianapolis Store,regular,active,39.7715,-86.1771,257 Oak St,Indianapolis,IN,46204,USA,406-771-7002,photo_printing|automotive,10:00-24:00,10:00-21:00,06:00-24:00,08:00-24:00,09:00-24:00,10:00-20:00,06:00-22:00
S0617,Indianapolis Store,regular,active,39.8127,-86.1234,835 Washington St,Indianapolis,IN,46204,USA,392-514-2028,pharmacy|automotive|optical|gift_wrapping,07:00-23:00,10:00-21:00,08:00-22:00,09:00-24:00,08:00-22:00,09:00-21:00,06:00-20:00
S0618,Indianapolis Store,regular,inactive,39.7392,-86.1687,429 Park St,Indianapolis,IN,46204,USA,658-395-8093,photo_printing|garden_center,08:00-23:00,09:00-20:00,06:00-24:00,07:00-24:00,08:00-21:00,10:00-21:00,06:00-24:00
S0619,Fort Wayne Store,outlet,active,41.1036,-85.104,533 Washington St,Fort Wayne,IN,46802,USA,402-720-6296,photo_printing|garden_center|pickup,09:00-20:00,06:00-21:00,09:00-23:00,07:00-23:00,06:00-22:00,09:00-23:00,10:00-21:00
S0620,Indianapolis Store,regular,temporarily_closed,39.7848,-86.1901,177 Broadway St,Indianapolis,IN,46204,USA,401-440-7426,optical|returns|pharmacy|gift_wrapping,09:00-22:00,06:00-23:00,08:00-21:00,10:00-22:00,09:00-23:00,09:00-20:00,08:00-20:00
S0621,Fort Wayne Store,regular,active,41.0776,-85.1852,838 Third St,Fort Wayne,IN,46802,USA,771-865-4770,garden_center|returns|gift_wrapping,closed,10:00-24:00,10:00-24:00,09:00-22:00,08:00-24:00,07:00-23:00,07:00-20:00
S0622,Indianapolis Store,regular,active,39.7322,-86.1978,985 Washington St,Indianapolis,IN,46204,USA,781-902-7241,returns|garden_center|gift_wrapping,07:00-21:00,06:00-24:00,08:00-20:00,10:00-23:00,10:00-21:00,08:00-20:00,08:00-21:00
S0623,Fort Wayne Store,regular,active,41.0734,-85.1283,881 Washington St,Fort Wayne,IN,46802,USA,328-541-5626,gift_wrapping|pharmacy|returns,06:00-23:00,09:00-20:00,06:00-24:00,09:00-23:00,10:00-24:00,08:00-22:00,08:00-24:00
S0624,Fort Wayne Store,regular,active,41.0941,-85.1532,337 Market St,Fort Wayne,IN,46802,USA,208-426-3141,automotive|returns|pickup,08:00-22:00,10:00-20:00,07:00-23:00,07:00-21:00,09:00-22:00,08:00-23:00,10:00-21:00
S0625,Indianapolis Store,flagship,active,39.8143,-86.1785,497 Third St,Indianapolis,IN,46204,USA,580-961-5448,automotive|pickup|pharmacy,09:00-21:00,06:00-23:00,06:00-22:00,07:00-22:00,08:00-20:00,07:00-23:00,07:00-21:00
S0626,Fort Wayne Store,regular,active,41.085,-85.1115,95 Elm St,Fort Wayne,IN,46802,USA,477-755-2147,gift_wrapping|garden_center|pharmacy|automotive,07:00-24:00,09:00-23:00,08:00-24:00,closed,09:00-20:00,06:00-22:00,08:00-21:00
S0627,Indianapolis Store,regular,active,39.803,-86.1801,239 Elm St,Indianapolis,IN,46204,USA,977-347-2226,pickup|optical,08:00-24:00,09:00-20:00,06:00-23:00,08:00-20:00,08:00-23:00,06:00-20:00,closed
S0628,Indianapolis Store,regular,active,39.7858,-86.1697,252 Second St,Indianapolis,IN,46204,USA,266-757-4112,pharmacy|gift_wrapping|returns,08:00-21:00,09:00-21:00,06:00-20:00,10:00-22:00,08:00-23:00,09:00-24:00,08:00-21:00
S0629,Indianapolis Store,regular,active,39.787,-86.2,586 Park St,Indianapolis,IN,46204,USA,685-581-9798,gift_wrapping|pickup|automotive,09:00-22:00,08:00-23:00,10:00-24:00,09:00-23:00,07:00-22:00,06:00-24:00,07:00-20:00
S0630,Indianapolis Store,regular,inactive,39.8051,-86.1493,949 Broadway St,Indianapolis,IN,46204,USA,569-517-3331,garden_center|photo_printing,10:00-21:00,09:00-22:00,07:00-24:00,09:00-22:00,10:00-22:00,06:00-21:00,07:00-23:00
